state,policy,prior
0,POMDP: low prior,0
0.020202020202020204,POMDP: low prior,0.06822959805105179
0.04040404040404041,POMDP: low prior,0.10473215234842286
0.06060606060606061,POMDP: low prior,0.15433440360619546
0.08080808080808081,POMDP: low prior,0.2183337984813596
0.10101010101010102,POMDP: low prior,0.2965204811952565
0.12121212121212122,POMDP: low prior,0.38660184755792115
0.14141414141414144,POMDP: low prior,0.4838922398005555
0.16161616161616163,POMDP: low prior,0.5814453381023664
0.18181818181818182,POMDP: low prior,0.670725212070724
0.20202020202020204,POMDP: low prior,0.7427725976209244
0.22222222222222224,POMDP: low prior,0.78966450747465
0.24242424242424243,POMDP: low prior,0.8059440008109752
0.26262626262626265,POMDP: low prior,0.7896645074746499
0.2828282828282829,POMDP: low prior,0.7427725976209243
0.30303030303030304,POMDP: low prior,0.670725212070724
0.32323232323232326,POMDP: low prior,0.5814453381023664
0.3434343434343435,POMDP: low prior,0.4838922398005553
0.36363636363636365,POMDP: low prior,0.38660184755792115
0.38383838383838387,POMDP: low prior,0.2965204811952562
0.4040404040404041,POMDP: low prior,0.21833379848135936
0.42424242424242425,POMDP: low prior,0.15433440360619546
0.4444444444444445,POMDP: low prior,0.10473215234842277
0.4646464646464647,POMDP: low prior,0.06822959805105179
0.48484848484848486,POMDP: low prior,0.04267181348121765
0.5050505050505051,POMDP: low prior,0.025620340099312723
0.5252525252525253,POMDP: low prior,0.01476740495094461
0.5454545454545455,POMDP: low prior,0.008171447244215093
0.5656565656565657,POMDP: low prior,0.004340795052185887
0.5858585858585859,POMDP: low prior,0.0022136812410344657
0.6060606060606061,POMDP: low prior,0.0010837681693775633
0.6262626262626263,POMDP: low prior,5.093698104094103e-4
0.6464646464646465,POMDP: low prior,2.298293636290896e-4
0.6666666666666667,POMDP: low prior,9.955276596632499e-5
0.686868686868687,POMDP: low prior,4.13977417108556e-5
0.7070707070707072,POMDP: low prior,1.652629395836238e-5
0.7272727272727273,POMDP: low prior,6.333587860428307e-6
0.7474747474747475,POMDP: low prior,2.330234505346375e-6
0.7676767676767677,POMDP: low prior,8.230476162649362e-7
0.787878787878788,POMDP: low prior,2.7907812549093506e-7
0.8080808080808082,POMDP: low prior,9.08452315716265e-8
0.8282828282828284,POMDP: low prior,2.838925387686142e-8
0.8484848484848485,POMDP: low prior,8.516895608356605e-9
0.8686868686868687,POMDP: low prior,2.4529244541862627e-9
0.888888888888889,POMDP: low prior,6.782074012456439e-10
0.9090909090909092,POMDP: low prior,1.8001818560307388e-10
0.9292929292929294,POMDP: low prior,4.5871795409528553e-11
0.9494949494949496,POMDP: low prior,1.1221491901058109e-11
0.9696969696969697,POMDP: low prior,2.6353054811574673e-12
0.98989898989899,POMDP: low prior,5.941373208326121e-13
1.0101010101010102,POMDP: low prior,1.2859325957980212e-13
1.0303030303030305,POMDP: low prior,2.6719300211925515e-14
1.0505050505050506,POMDP: low prior,5.329757599857709e-15
1.0707070707070707,POMDP: low prior,1.020622970965646e-15
1.090909090909091,POMDP: low prior,1.8762846391409318e-16
1.1111111111111112,POMDP: low prior,3.311369243748122e-17
1.1313131313131315,POMDP: low prior,5.610376432749985e-18
1.1515151515151516,POMDP: low prior,9.125399693246188e-19
1.1717171717171717,POMDP: low prior,1.4249095362953902e-19
1.191919191919192,POMDP: low prior,2.135984975793894e-20
1.2121212121212122,POMDP: low prior,3.073863637289213e-21
1.2323232323232325,POMDP: low prior,4.246650348668317e-22
1.2525252525252526,POMDP: low prior,5.632275821912749e-23
1.272727272727273,POMDP: low prior,7.171282453934357e-24
1.292929292929293,POMDP: low prior,8.765672589281658e-25
1.3131313131313131,POMDP: low prior,1.0286062648037235e-25
1.3333333333333335,POMDP: low prior,1.1587469081625189e-26
1.3535353535353536,POMDP: low prior,1.2531513168789025e-27
1.373737373737374,POMDP: low prior,1.3010498726288161e-28
1.393939393939394,POMDP: low prior,1.2967608110468588e-29
1.4141414141414144,POMDP: low prior,1.2407986526907893e-30
1.4343434343434345,POMDP: low prior,1.1397727028538963e-31
1.4545454545454546,POMDP: low prior,1.0051032814789724e-32
1.474747474747475,POMDP: low prior,8.509002024853876e-34
1.494949494949495,POMDP: low prior,6.915475527807214e-35
1.5151515151515154,POMDP: low prior,5.395614684139848e-36
1.5353535353535355,POMDP: low prior,4.041431252289119e-37
1.5555555555555556,POMDP: low prior,2.906060770624571e-38
1.575757575757576,POMDP: low prior,2.00608376771678e-39
1.595959595959596,POMDP: low prior,1.3294364053406667e-40
1.6161616161616164,POMDP: low prior,8.457825306645216e-42
1.6363636363636365,POMDP: low prior,5.1655866506319755e-43
1.6565656565656568,POMDP: low prior,3.0286232088014674e-44
1.676767676767677,POMDP: low prior,1.7046164807311043e-45
1.696969696969697,POMDP: low prior,9.20978904408246e-47
1.7171717171717173,POMDP: low prior,4.7763091049522567e-48
1.7373737373737375,POMDP: low prior,2.3775166041206965e-49
1.7575757575757578,POMDP: low prior,1.1357974002324699e-50
1.777777777777778,POMDP: low prior,5.206804997574454e-52
1.7979797979797982,POMDP: low prior,2.2901977178592847e-53
1.8181818181818183,POMDP: low prior,9.663605411780873e-55
1.8383838383838385,POMDP: low prior,3.9111483813129357e-56
1.8585858585858588,POMDP: low prior,1.5181340158598267e-57
1.878787878787879,POMDP: low prior,5.650823219001285e-59
1.8989898989898992,POMDP: low prior,2.0168861564843988e-60
1.9191919191919193,POMDP: low prior,6.902557016248853e-62
1.9393939393939394,POMDP: low prior,2.2651977488693864e-63
1.9595959595959598,POMDP: low prior,7.128417205224959e-65
1.97979797979798,POMDP: low prior,2.1513215917926816e-66
2,POMDP: low prior,6.227075906536283e-68
0,POMDP: high prior,0
0.020202020202020204,POMDP: high prior,2.6353054811574673e-12
0.04040404040404041,POMDP: high prior,1.1221491901058246e-11
0.06060606060606061,POMDP: high prior,4.5871795409528825e-11
0.08080808080808081,POMDP: high prior,1.8001818560307388e-10
0.10101010101010102,POMDP: high prior,6.782074012456439e-10
0.12121212121212122,POMDP: high prior,2.4529244541862627e-9
0.14141414141414144,POMDP: high prior,8.516895608356605e-9
0.16161616161616163,POMDP: high prior,2.8389253876861568e-8
0.18181818181818182,POMDP: high prior,9.08452315716265e-8
0.20202020202020204,POMDP: high prior,2.7907812549093644e-7
0.22222222222222224,POMDP: high prior,8.230476162649362e-7
0.24242424242424243,POMDP: high prior,2.330234505346375e-6
0.26262626262626265,POMDP: high prior,6.333587860428307e-6
0.2828282828282829,POMDP: high prior,1.652629395836244e-5
0.30303030303030304,POMDP: high prior,4.13977417108556e-5
0.32323232323232326,POMDP: high prior,9.95527659663253e-5
0.3434343434343435,POMDP: high prior,2.2982936362909035e-4
0.36363636363636365,POMDP: high prior,5.093698104094103e-4
0.38383838383838387,POMDP: high prior,0.0010837681693775631
0.4040404040404041,POMDP: high prior,0.0022136812410344657
0.42424242424242425,POMDP: high prior,0.0043407950521858986
0.4444444444444445,POMDP: high prior,0.008171447244215107
0.4646464646464647,POMDP: high prior,0.014767404950944647
0.48484848484848486,POMDP: high prior,0.025620340099312723
0.5050505050505051,POMDP: high prior,0.04267181348121765
0.5252525252525253,POMDP: high prior,0.06822959805105186
0.5454545454545455,POMDP: high prior,0.10473215234842286
0.5656565656565657,POMDP: high prior,0.15433440360619557
0.5858585858585859,POMDP: high prior,0.21833379848135936
0.6060606060606061,POMDP: high prior,0.2965204811952563
0.6262626262626263,POMDP: high prior,0.38660184755792126
0.6464646464646465,POMDP: high prior,0.4838922398005556
0.6666666666666667,POMDP: high prior,0.5814453381023666
0.686868686868687,POMDP: high prior,0.6707252120707242
0.7070707070707072,POMDP: high prior,0.7427725976209245
0.7272727272727273,POMDP: high prior,0.7896645074746499
0.7474747474747475,POMDP: high prior,0.8059440008109752
0.7676767676767677,POMDP: high prior,0.7896645074746499
0.787878787878788,POMDP: high prior,0.7427725976209243
0.8080808080808082,POMDP: high prior,0.6707252120707237
0.8282828282828284,POMDP: high prior,0.5814453381023661
0.8484848484848485,POMDP: high prior,0.4838922398005555
0.8686868686868687,POMDP: high prior,0.38660184755792115
0.888888888888889,POMDP: high prior,0.2965204811952562
0.9090909090909092,POMDP: high prior,0.21833379848135936
0.9292929292929294,POMDP: high prior,0.15433440360619524
0.9494949494949496,POMDP: high prior,0.10473215234842267
0.9696969696969697,POMDP: high prior,0.06822959805105186
0.98989898989899,POMDP: high prior,0.04267181348121766
1.0101010101010102,POMDP: high prior,0.025620340099312723
1.0303030303030305,POMDP: high prior,0.014767404950944573
1.0505050505050506,POMDP: high prior,0.008171447244215093
1.0707070707070707,POMDP: high prior,0.0043407950521859055
1.090909090909091,POMDP: high prior,0.0022136812410344575
1.1111111111111112,POMDP: high prior,0.0010837681693775631
1.1313131313131315,POMDP: high prior,5.093698104094088e-4
1.1515151515151516,POMDP: high prior,0.00022982936362908957
1.1717171717171717,POMDP: high prior,9.955276596632567e-5
1.191919191919192,POMDP: high prior,4.139774171085558e-5
1.2121212121212122,POMDP: high prior,1.6526293958362423e-5
1.2323232323232325,POMDP: high prior,6.333587860428254e-6
1.2525252525252526,POMDP: high prior,2.330234505346323e-6
1.272727272727273,POMDP: high prior,8.230476162648499e-7
1.292929292929293,POMDP: high prior,2.7907812549081463e-7
1.3131313131313131,POMDP: high prior,9.084523157146587e-8
1.3333333333333335,POMDP: high prior,2.8389253876661688e-8
1.3535353535353536,POMDP: high prior,8.516895608129054e-9
1.373737373737374,POMDP: high prior,2.4529244539473282e-9
1.393939393939394,POMDP: high prior,6.782074010144538e-10
1.4141414141414144,POMDP: high prior,1.8001818539690286e-10
1.4343434343434345,POMDP: high prior,4.5871795240086505e-11
1.4545454545454546,POMDP: high prior,1.1221491772719882e-11
1.474747474747475,POMDP: high prior,2.635305391573322e-12
1.494949494949495,POMDP: high prior,5.941372632031538e-13
1.5151515151515154,POMDP: high prior,1.2859322541361066e-13
1.5353535353535355,POMDP: high prior,2.671928154439508e-14
1.5555555555555556,POMDP: high prior,5.3297482001275066e-15
1.575757575757576,POMDP: high prior,1.0206186089985946e-15
1.595959595959596,POMDP: high prior,1.876265984412766e-16
1.6161616161616164,POMDP: high prior,3.3112957182781245e-17
1.6363636363636365,POMDP: high prior,5.610109356565398e-18
1.6565656565656568,POMDP: high prior,9.124505578096587e-19
1.676767676767677,POMDP: high prior,1.4246336459625288e-19
1.696969696969697,POMDP: high prior,2.1352002692158383e-20
1.7171717171717173,POMDP: high prior,3.0718059480955355e-21
1.7373737373737375,POMDP: high prior,4.241674416190564e-22
1.7575757575757578,POMDP: high prior,5.621174408908327e-23
1.777777777777778,POMDP: high prior,7.148417711630116e-24
1.7979797979797982,POMDP: high prior,8.722159129269975e-25
1.8181818181818183,POMDP: high prior,1.0209456795322755e-25
1.8383838383838385,POMDP: high prior,1.1462521383272273e-26
1.8585858585858588,POMDP: high prior,1.2342365314055361e-27
1.878787878787879,POMDP: high prior,1.2744195509482e-28
1.8989898989898992,POMDP: high prior,1.261811579340016e-29
1.9191919191919193,POMDP: high prior,1.1979413201819604e-30
1.9393939393939394,POMDP: high prior,1.0905462353506756e-31
1.9595959595959598,POMDP: high prior,9.52014340399292e-33
1.97979797979798,POMDP: high prior,7.97018010935932e-34
2,POMDP: high prior,6.399696498582379e-35
